Event ID,Source Lat,Source Lon,Receiver Lat,Receiver Lon,Depth (km),Magnitude,Epicentral Distance (deg),Shadow Zone,Ray Parameter,Max Amplitude,RMS Amplitude,Dominant Frequency (Hz),Trace Duration (s)
21,-82.85013681741778,-140.6272088056175,-57.91198984589196,147.2485025357867,66.60463862944063,2.0530691941477945,30.577676597520888,0,406.17589086873846,0.0001327881,3.219964e-05,0.028881187238958498,1799.984
22,-89.46712547881556,167.2994897447203,-48.97964166983126,177.98131563186297,6.694619341176178,2.9920664995348,40.496816820051954,0,401.7991815273556,0.00087512494,0.0002645699,0.058317781924820046,1799.984
23,-58.87566444655545,0.2852882005467734,58.5360635991577,6.855447124796939,47.93851406725648,3.7654747034238594,117.52615136455555,1,0.0625,6.739038e-05,1.058486e-05,0.03110281702657069,1799.984
24,12.410227398023096,23.317814762541758,20.23887556234645,42.32850016329749,8.79703932171414,3.0832969641828907,19.83039067308541,0,411.0920751071217,0.0048401873,0.00085186894,0.07109215320359015,1799.984
25,73.3831783711928,45.414691807374425,63.56465010669862,-109.42640974996013,73.96207820374559,2.1788335628060613,42.028659915620224,0,399.30078067652806,8.4456806e-05,2.3071356e-05,0.027214964898249355,1799.984
26,-9.761567339714404,60.59889020101741,33.66312407756216,122.07818026546363,5.921224739870679,4.347403843262246,72.68211416185804,0,300.9850311389242,0.00072562706,9.204179e-05,0.03721229894250422,1799.984
27,-81.7887646738728,-168.9817901007338,-57.14467774794736,-115.1710139813979,16.68961339197622,3.652094706757299,28.69570729864592,0,407.8093824820431,0.0009810611,0.00031530892,0.04776504043366213,1799.984
28,29.632665013034654,-80.58678282976517,48.93177420843014,-105.36840921589669,73.42513565446362,2.04844599787692,26.97298235581173,0,407.36493659361486,0.00015000597,3.1498006e-05,0.027214964898249355,1799.984
29,18.501689406785545,32.898654610604126,-60.546223149806195,-156.1471373831913,42.55543478489354,2.8850312605953823,137.4616571527279,1,0.0,0.00011954473,1.0468866e-05,0.029992002132764595,1799.984
30,38.90359719679597,40.329846582005246,18.87508532654644,-147.31228061082865,12.93556492769794,3.065133217162961,121.77943928375458,1,0.0625,0.00013076136,2.229239e-05,0.03110281702657069,1799.984
31,0.7122187505615898,72.30210322148784,-89.80317640920103,-55.30950179593391,84.85225240183154,2.062279770392291,90.83233850985656,0,197.41015506364045,5.988693e-05,1.0409271e-05,0.016106815960188394,1799.984
32,-62.880120425382096,86.50279611478436,49.40568429480075,-145.7500956849247,19.615127353661233,4.151007668909994,149.02997860244926,0,0.0,0.00017533051,2.1877691e-05,0.06276104150004443,1799.984
33,-20.130630749356925,-85.11553573452356,29.85940498005921,-140.40587933020797,15.123982830387316,2.804136670227747,73.00363845473528,0,299.33517513406815,0.00037199174,5.3052518e-05,0.03721229894250422,1799.984
34,-22.18415046832932,-148.60927142090674,-79.66304514765736,-47.927125653156736,4.858206272275989,3.973932122954137,70.08303810537447,0,311.3459003807704,0.0009543972,9.824738e-05,0.03721229894250422,1799.984
35,59.212884178386076,103.90278835155652,46.8747424695305,-174.54435428129648,24.471974835816535,4.323779589389368,47.28092287523309,0,397.4620929438169,0.00021721983,7.836406e-05,0.041655558517728605,1799.984
36,29.32317384912413,175.80261831174784,-86.19178571694434,-77.39848796333236,64.45496173912191,2.661460475995603,120.35722329035005,1,0.0625,4.0955067e-05,6.5482122e-06,0.029436594685861548,1799.984
37,-3.308938661090309,-76.28085950253403,-18.93864122726106,77.265054242352,87.00081096826273,2.565881809316254,145.75933744472496,0,0.0,6.264061e-05,5.450118e-06,0.0,1799.984
38,29.407053047002876,-113.8350486835949,36.10616093782993,-14.783707163263898,89.48943092017909,4.024842722282389,79.71068502435052,0,237.49884932396574,0.00012701978,1.2987555e-05,0.014440593619479249,1799.984
39,17.66625549377754,-35.16344961392886,53.94662954076483,-165.03595388129057,59.61757249913876,3.70388239610742,96.55518172479468,0,0.0625,3.4085977e-05,7.862017e-06,0.013329778725673154,1799.984
40,-11.174709489181808,-108.57746323102674,85.69406641754986,113.57448664051611,44.811015066212136,2.7327610331280363,104.35105220308488,1,0.0625,8.1180646e-05,1.2074978e-05,0.026659557451346308,1799.984
41,12.557859153185845,112.69202480783406,78.71106324265375,118.76985089190146,50.336684525710695,2.1387962061573873,66.22046761418355,0,324.03707135902874,0.000101668535,2.3243623e-05,0.03054740957966764,1799.984
42,-70.16512647431298,-166.31869238459788,30.719677846904915,-78.01415009514021,50.888031583215465,2.4088270290265457,118.15782874679762,1,0.0625,4.9726405e-05,6.7336214e-06,0.03110281702657069,1799.984
43,-66.48212628766993,75.58353173720081,-10.43414795046803,-74.50565959699387,44.23850934568253,2.5077333112545657,100.0264716684726,0,0.0625,6.336777e-05,1.2197621e-05,0.03221363192037679,1799.984
44,58.143386356697704,126.75642455520551,68.37038852339023,159.7857331999178,67.56841661138628,3.2574587882381687,17.698111674319254,0,410.7373402294108,0.0002710244,4.5749923e-05,0.02499333511063716,1799.984
45,-78.46731842162963,-171.54629394084196,29.477106589475667,-110.84461823081264,9.766532077434043,3.8916743990369542,113.38890368588704,1,0.0625,0.0001903224,3.9069575e-05,0.03443526170798898,1799.984
46,-11.260603348685578,84.28444329712863,75.52451731376647,87.73919801199247,67.52000618996728,4.3966654639260465,86.8106869212831,0,224.44663866272802,7.463461e-05,1.18429025e-05,0.018883853194703634,1799.984
47,82.11448964840852,57.85314806549067,37.3481765103604,149.2133945680904,81.20946989107108,4.3306072298797105,53.24950025586738,0,390.2097622545792,9.96746e-05,1.865644e-05,0.023882520216831064,1799.984
48,73.13754511239011,111.0288960741106,80.05905453158837,-145.6120145994204,11.06345680657298,3.4531023240161405,21.398516418771642,0,410.6031247691182,0.0018269542,0.00042590703,0.058317781924820046,1799.984
49,42.369178105261085,-89.01166175289455,34.7891997090195,-25.454003470919787,4.292142029138102,3.202871393512367,49.103813305349405,0,395.882509766353,0.00062832405,0.00014861953,0.053319114902692616,1799.984
50,28.37734625202161,111.98392207129609,-26.20698620119255,3.7610945013439334,67.43530497236989,2.1204654576420596,117.17714816930093,1,0.0625,4.5448116e-05,6.597525e-06,0.03110281702657069,1799.984
51,-80.3056417987963,101.0162874193436,22.808040304885623,-72.50863050409345,72.96978821052468,2.987909381968781,122.43515367395146,1,0.0625,4.0479645e-05,6.167523e-06,0.028881187238958498,1799.984
52,-30.078687025276537,135.0138318655109,-73.11942580302849,-112.51854715331973,33.7709811196999,2.628559838466095,67.44524503360446,0,319.8737389228791,0.00021499721,3.8223432e-05,0.028881187238958498,1799.984
53,-88.20230868917487,136.19184896512206,-9.416607425300313,104.92762991597351,30.20835616748434,3.748764293980294,79.04809033368836,0,239.64605779002207,0.00017154132,2.3501927e-05,0.03443526170798898,1799.984
54,-17.242379699082875,-2.2011527604438186,-28.473613289060637,-44.08693147815916,10.965966091508683,2.2942929907850536,39.97457966825572,0,402.1084374464135,0.00046072394,0.0001810667,0.052763707455789566,1799.984
55,55.28305136222187,-119.52785198567108,-6.970741112951671,-168.03061996436665,81.30306936347466,3.766851492148269,74.04929416164907,0,244.6025742808898,0.00010114489,1.6093605e-05,0.023882520216831064,1799.984
56,49.83665746633824,-96.55172937737481,-86.92596930794124,-23.97516400919153,79.7293188900174,3.5381929361840436,138.82939125823015,1,0.0,6.2106104e-05,6.0820867e-06,0.01721763085399449,1799.984
57,-37.83931071121115,31.32624669120662,-38.90000463293972,-76.50898325208661,56.203305215412,2.8031299487955303,78.6394910791933,0,239.99300575075003,0.000102095786,1.4563602e-05,0.02277170532302497,1799.984
58,-70.5643847981541,-5.438287382179425,51.02285622881229,119.6177832014817,85.11960977478917,4.255825191224638,148.57417949257623,0,0.0,4.9635233e-05,5.3988488e-06,0.0,1799.984
59,-17.094253836194696,62.60193436291192,-55.39227920114426,-9.956072207820284,53.19171273418958,4.492849744356126,66.13068173250075,0,324.1431008242377,0.00010986382,2.2864686e-05,0.03054740957966764,1799.984
60,-6.992354086118553,166.49990380208806,42.42378194748102,97.8247049540754,4.191722245032792,2.7173975950780065,79.37854202414456,0,239.32085734718416,0.0004551331,7.108757e-05,0.03665689149560117,1799.984
61,-69.49198088896378,-29.51764347108562,-2.8342601370353577,-59.49622017128456,79.17206606163252,4.300835440191177,69.54879930407456,0,309.2913107991263,0.00016487052,1.8651095e-05,0.023327112769928018,1799.984
62,87.86869032853528,138.3169959670738,21.124395155423386,-41.61717761875721,54.50312111906228,2.079486828253442,71.00691312873622,0,305.48225367344753,0.00013264557,2.0192438e-05,0.026659557451346308,1799.984
63,0.16774473835975812,-96.90151732668174,-48.688238188248405,169.07702219610417,41.450443885907994,2.0635594911693556,92.77968818862,0,196.41144316592627,7.978193e-05,1.4639517e-05,0.016106815960188394,1799.984
64,-67.59525700546655,-20.468187705788523,-58.95922917399788,141.19001184004537,48.03352618471604,3.3842838711508465,52.72999895717679,0,392.14761666607296,0.00011873701,2.9992552e-05,0.029992002132764595,1799.984
65,45.34478994646335,134.8567094734198,-65.90750953109207,-95.69641105239451,26.75791759782603,3.9965192826251106,146.27082078100946,0,0.0,0.00012170507,9.65316e-06,0.0427663734115347,1799.984
66,80.44188583473954,7.563992985251531,17.761116783876375,-45.364479304379614,63.96533300355968,4.44897577080917,66.66297090626907,0,320.9957443530818,0.00013737257,2.1501723e-05,0.026104150004443258,1799.984
67,31.730354610025742,-42.0577370159981,55.00178431611167,143.0453640265468,60.67672810093801,3.8970909499678297,93.15689900041257,0,195.88332493363066,4.980295e-05,9.057125e-06,0.016106815960188394,1799.984
68,-53.234526950342264,87.99451360941958,48.030699157732215,140.3669071304185,2.3846923486984695,2.1921152104199604,110.56335658413326,1,0.0625,0.00021074666,3.1585398e-05,0.029436594685861548,1799.984
69,44.54354551500063,-13.716589038213584,77.00894739223685,-126.53235757866125,10.153982700344876,4.480508184203671,51.58375436428065,0,394.3578915771443,0.0005463723,0.00010371601,0.04776504043366213,1799.984
70,21.081575594638622,-20.539822443251552,32.530032020804285,-165.35169884281223,15.555161783238558,3.0550403200073193,116.71169809409629,1,0.0625,0.00012992592,2.2081444e-05,0.03387985426108593,1799.984
71,-20.367596364743036,-133.36251594908606,-74.56422439602677,100.10420497288197,19.718386777517683,4.144015286003031,79.2250044282886,0,239.4150661870792,0.00030258176,4.41475e-05,0.035546076601795075,1799.984
72,-61.39084033877107,38.4872884807796,46.41938903922971,161.99890365212093,42.57131784523852,2.9309839832490696,144.90573261975413,0,0.0,0.000110244,1.0760485e-05,0.036101484048698125,1799.984
73,-86.37313084916325,-156.1821876764315,15.822095481804197,150.7924937931515,67.92772792025549,3.3663125597291503,103.62104613354059,1,0.0625,3.934472e-05,7.019424e-06,0.027214964898249355,1799.984
74,-4.460114538083758,49.21641208378114,-63.354975953353346,-134.6865427273812,15.673921854297124,4.0599099937505905,112.12076217928171,1,0.0625,0.00012890775,2.4448631e-05,0.028881187238958498,1799.984
75,-79.83337569500463,44.316168577324845,29.882889762544067,-48.35034519262692,5.288867938150343,2.5469487724194506,119.83645133026035,1,0.0625,0.00024301872,3.627196e-05,0.08164489469474806,1799.984
76,73.29413920234353,120.75730929527896,44.213835589341556,-155.7527045265719,17.818109815796156,2.6754306311052343,46.26965903996149,0,398.08707621053543,0.0004582496,0.00017627997,0.047209632986759086,1799.984
77,0.11887868466985196,155.6750064234986,-86.12396958035394,163.790395891221,35.21885740532981,4.3531445612243385,86.28171669451808,0,227.18902656771965,0.0001275056,1.8776891e-05,0.036101484048698125,1799.984
78,-63.397979701174584,-27.512272926071233,-20.43731250855437,-138.6814775638261,60.339535642910405,3.331197041958509,80.75314329838045,0,236.55320710743203,0.00013868646,1.41180335e-05,0.021105482982315824,1799.984
79,-38.73536703067114,-4.0510070977020405,8.480156838187298,37.076904780595584,52.549552471927186,2.5653118029951028,60.733956474694324,0,344.79961354825707,0.00011496906,2.5598269e-05,0.034990669154892025,1799.984
80,48.14316328598346,-167.77389031623272,-62.077122299757725,117.67889690253304,44.11053680020148,2.543076767049754,125.08884092166342,1,0.0625,5.569887e-05,1.0337316e-05,0.029436594685861548,1799.984
81,21.27826949536032,178.1878512086398,24.062027196970163,-104.85554754013319,62.35096773880125,4.10407987222356,70.1236245120368,0,308.38931225546565,0.00016462994,2.0280575e-05,0.026659557451346308,1799.984
82,41.90985631585119,-21.318910878672426,-4.447461748747301,10.657096400160015,35.39934424156756,3.487048091067874,54.71936058526276,0,390.60798844919077,0.000180915,6.012761e-05,0.03721229894250422,1799.984
83,-63.97369664878538,-107.94133716492244,-88.62232554452062,24.9031642771607,41.16567653194404,2.829010118454667,26.980729862560686,0,408.4469432458104,0.00043158437,0.00010168988,0.03776770638940727,1799.984
84,-58.11104485536928,115.8001419108358,80.46931947035725,94.12512992523227,80.9123731652016,2.5201716848515936,139.11886690334305,1,0.0,6.2345265e-05,5.765746e-06,0.01721763085399449,1799.984
85,-19.845485837200528,-112.5154508502032,59.89638202185105,-112.71158483357699,51.819321040585265,2.6700562460326225,79.74202880812332,0,238.1161685578311,0.00011956109,1.4433616e-05,0.02277170532302497,1799.984
86,-77.21393492555534,48.60609921049098,56.075845289949996,-15.43312988985619,80.99998922377583,4.001781861364261,139.03698083290695,1,0.0,6.2290914e-05,5.830203e-06,0.01721763085399449,1799.984
87,75.80778342939755,-15.195392602269806,28.23324385908097,-99.11018362538111,19.14399930243085,2.579123528058912,61.2151547976573,0,344.84993507558295,0.0003568154,8.931272e-05,0.036101484048698125,1799.984
88,60.0136265921559,-46.89068381936224,-35.91130586661382,-55.59602910883605,34.24661269583981,4.209780958573282,96.19362376142247,0,0.0625,5.904413e-05,1.2844843e-05,0.03110281702657069,1799.984
89,50.62964302237364,-127.75398510934419,-43.6015524171143,-8.68471991800675,69.60089198566386,2.5454432185442046,139.14064939090133,1,0.0,7.456325e-05,6.066483e-06,0.01721763085399449,1799.984
90,75.68046337450886,-166.90014463953693,61.80579770550764,117.5664798588212,19.945248404768,2.002882098886083,27.973959522154562,0,408.1283120666309,0.0011328635,0.0003163035,0.04832044788056518,1799.984
91,66.1047349226474,-62.455770151227114,8.945158824407258,-39.10514700118668,3.5327963652926453,2.615676472786462,59.36758386347742,0,385.8693230344837,0.0004953111,0.00011315677,0.03776770638940727,1799.984
92,77.89827473420169,-154.2599352452504,25.465200411924613,-34.15481071123338,55.67257605883186,3.7488041025283607,71.00612180304182,0,305.39992143629695,0.00013882693,2.0147765e-05,0.026659557451346308,1799.984
93,70.0143867638183,-90.97954692040675,36.20059454294244,-98.49657513235721,54.4037055837935,3.395786547777951,34.05705896966649,0,404.9945740065018,0.00014901489,3.7334306e-05,0.029992002132764595,1799.984
94,54.05643225091265,-175.7909523223627,-6.236713324408285,-119.53376356538287,41.4622183487603,2.705504255899461,76.33935989398522,0,242.77918522140817,0.00010951844,2.688125e-05,0.024437927663734114,1799.984
95,29.06034542078453,-22.564764353470906,-86.3751104206356,-25.123708263371157,8.765131310551633,4.122984568980466,115.43895230927924,1,0.0625,0.00027928542,3.787291e-05,0.027214964898249355,1799.984
96,-39.29090910181939,73.5880202478238,-0.11893767279765655,-124.01327186690011,47.629814404877294,3.760613209341826,137.4249383085806,1,0.0,0.00012363042,1.0645679e-05,0.029992002132764595,1799.984
97,85.60294871006442,20.4684970665719,-15.411908044487049,-10.072010103880302,11.369732897372941,2.7008522743046397,101.61399321762369,0,0.0625,0.00014257935,2.5820855e-05,0.03221363192037679,1799.984
98,-21.91849183499741,-10.990412457503055,-62.63280811724407,-104.7932292271381,3.869105524232286,3.2263804640834364,72.34864274362138,0,302.35060606557676,0.0007468244,8.814408e-05,0.03721229894250422,1799.984
99,-48.34142138932798,176.48859430225008,63.52889000900606,171.34730317747056,77.75228137213203,2.97312261661994,111.94392500257041,1,0.0625,3.1308737e-05,6.376559e-06,0.02832577979205545,1799.984
100,-56.95099173295323,-72.29725446450077,-54.06093582858996,16.62562807497659,28.89075275279791,2.242476631121724,46.79095550736929,0,397.75987993652956,0.00021905999,7.7321805e-05,0.03721229894250422,1799.984
101,67.32461728893512,98.40934362245792,-4.024139751586048,-89.23298811829811,23.269028939599224,3.373147270233556,116.48066136149065,1,0.0625,0.00013626488,2.185159e-05,0.027214964898249355,1799.984
102,-49.49037840439558,-168.50334667890715,-82.62220610379485,167.7429562752609,83.05415296193547,3.030972960237071,33.865399508441875,0,403.6985853312382,9.92779e-05,2.2900475e-05,0.021105482982315824,1799.984
103,38.75300796801102,-16.806730512234367,-69.47887089932091,33.57571222228805,29.669546710558492,3.973354756494557,114.32547879187352,1,0.0625,6.645335e-05,1.2115254e-05,0.0277703723451524,1799.984
104,-53.68192050744171,111.16383435691529,-22.173195046898385,149.4155360630714,86.52951738731653,3.819955458967594,42.70936157243222,0,398.4817500407365,7.1371476e-05,1.9065941e-05,0.023882520216831064,1799.984
105,64.73546723515412,111.89709423922523,17.90923839764524,59.76499584178012,21.905856972379535,2.2699070265042165,58.170844398940446,0,387.09016012424655,0.0003461547,0.00010874903,0.03943392873011641,1799.984
106,-23.518269568077656,-42.51564632841138,-29.349638208794275,-128.49275100488896,38.199101765273966,4.420130848636809,75.42446948547489,0,243.78016045519323,0.00011174035,2.79295e-05,0.024437927663734114,1799.984
107,-7.440011611964636,-126.77520301778279,28.63766163718104,5.6743485232838395,44.797031551652765,2.542631660174786,130.49987660194705,1,0.0625,9.116565e-05,1.1221545e-05,0.021660890429218874,1799.984
108,-12.298326813446863,45.4642658121102,59.75424507193725,149.37767739257004,17.2262521780287,3.4411541079072476,107.59860874616233,1,0.0625,0.00011327448,2.5146455e-05,0.03221363192037679,1799.984
109,57.41358676996711,118.4642037432854,-27.956359221522703,44.86096264402414,50.29357045825677,2.3680607903076223,105.11221320470435,1,0.0625,4.1222956e-05,8.113673e-06,0.026659557451346308,1799.984
110,16.65569200521638,85.68253065631404,-29.107909359328396,126.08091899554955,75.55385882732382,3.4979383292494797,60.130135967730425,0,344.85492210892414,0.00010028791,1.9802223e-05,0.026104150004443258,1799.984
111,63.14830678862157,-89.54656682553558,-42.18428929475275,-1.1137493730124675,20.501059641700557,4.13635440944943,126.15417069882106,1,0.0625,0.0001335531,2.035555e-05,0.046654225539856035,1799.984
112,-87.32070402845153,-131.7019502215797,-59.128791691412815,82.22191680223102,65.30051946705017,2.7645294220377883,33.12484712597063,0,405.00237076064724,0.00013129626,3.089164e-05,0.03054740957966764,1799.984
113,-22.70456209435757,-47.74166475713639,54.799163232302305,-9.047376509087428,56.67644955193474,4.43789461687623,84.28110668920498,0,230.3947954043442,9.730324e-05,1.29008495e-05,0.01999466808850973,1799.984
114,-30.839255452754564,-18.675944526446386,-86.48153223013725,-179.9778503186908,31.9813028667565,2.728872046275896,62.49971559837055,0,339.0391598268828,0.00018598988,4.6607674e-05,0.03443526170798898,1799.984
115,-88.61076196182255,1.5366543344832735,26.324788858581144,136.15363438111302,73.5473088302966,4.279019666356345,117.29623250686927,1,0.0625,3.590754e-05,6.1389264e-06,0.03110281702657069,1799.984
116,11.312967953766403,134.41356162010356,-67.43024799144493,-72.52505637185548,84.22793182856321,4.183176192891573,121.10833246252811,1,0.0625,4.3641172e-05,5.962414e-06,0.029992002132764595,1799.984
117,-39.15690434437087,-46.7776248385519,-59.58841811711319,-126.66418126858741,76.33077662886242,4.452700561579684,52.15752271919509,0,391.51435352858084,8.410036e-05,1.9868598e-05,0.024437927663734114,1799.984
118,35.80091763117302,93.79626648846846,-13.731188541495925,-24.354631621970327,36.02430969385863,2.1307068987461295,120.7016876433712,1,0.0625,7.304271e-05,1.1067413e-05,0.03165822447347374,1799.984
119,34.166583422746356,57.36201336546995,27.660986421718277,-49.6182129998426,47.65834416708804,3.306408087102814,87.32353232018426,0,224.0775097636603,0.0001341229,1.863179e-05,0.018883853194703634,1799.984
120,-38.04370551835764,37.37201062590319,-50.99037198896932,52.38291272117789,46.84115034761972,2.5751537431313114,16.731687853473666,0,411.74555602529074,0.0006768309,0.00012242062,0.035546076601795075,1799.984
121,20.761894837204977,-56.85495558690049,-2.761928656438627,-123.6233763330646,71.52551001073229,3.5022316258300203,69.43168731457185,0,310.32135387090835,0.00017565479,1.9624182e-05,0.023327112769928018,1799.984
122,-63.204097942813654,-168.8149170302582,76.9817025829945,-159.30231925653845,47.10975993461237,3.8194086045816578,140.31091837372972,1,0.0,0.00013026487,1.1686237e-05,0.029992002132764595,1799.984
123,74.92499008849532,136.44701735123112,89.17276098704494,81.58706682163444,22.27422587184462,2.9186688929108877,14.61417198641897,0,412.3103558426513,0.002706329,0.0005628444,0.047209632986759086,1799.984
124,-15.400690405442106,-81.47125994445088,13.571665500716293,-69.84975441591135,52.99289962787637,2.071537425460566,31.16935407914866,0,406.4482608191245,0.00016883528,4.1066338e-05,0.03721229894250422,1799.984
125,66.84537674329383,33.82594246126419,-71.44682324996371,62.22014576740841,77.90837927887698,3.2492423226293172,139.605393708725,1,0.0,7.07406e-05,5.7720817e-06,0.0,1799.984
126,44.302289709649045,126.9272154463647,3.599685906201273,-108.4479116094785,47.5777259723637,4.261846639010191,111.22229809134996,1,0.0625,6.516379e-05,1.1786964e-05,0.03276903936727983,1799.984
127,54.31398510136793,-174.02499929467587,29.527439296452812,-39.533507398088176,80.6426581569023,2.0644922985890717,87.44461178662809,0,223.21666205287494,7.37483e-05,1.1789567e-05,0.018883853194703634,1799.984
128,-29.89496165192081,155.32109269458147,-85.05648957326773,-150.75081155958384,34.11269934806992,3.296679247980019,57.27924165779416,0,387.6582229827934,0.00018365055,5.688091e-05,0.03998933617701946,1799.984
129,-66.62898033295795,174.45200528169488,20.068846570623563,64.17550436767019,39.4720931393453,2.481592244356224,116.36701740216483,1,0.0625,9.7077726e-05,1.1272645e-05,0.028881187238958498,1799.984
130,17.915753565268346,-18.695292298178288,41.89896418138639,-82.91556463171493,38.860517175425905,3.90538905105086,59.105960362198935,0,385.56057776532873,0.00018433043,5.2011503e-05,0.035546076601795075,1799.984
131,54.6870214985241,-175.83604903884685,71.99225912948825,-3.6366830049142607,77.61127149493568,2.2311825289931524,53.202490598138546,0,390.4443303869308,9.543344e-05,1.9689372e-05,0.023882520216831064,1799.984
132,-64.96384947349311,35.57468923183126,-18.238941352350793,3.6387966899784487,23.184449480978774,3.8898410766893985,51.342311093823774,0,394.73171286640627,0.0004908812,0.00014521895,0.04332178085843775,1799.984
133,24.89910953498996,-102.04508685042079,-63.80807393411996,-71.25620498889748,69.10189821262773,4.371050327834391,91.94064258357326,0,196.90993010263736,5.764802e-05,9.68351e-06,0.016106815960188394,1799.984
134,-46.99603796760465,16.363992327424143,-64.622342446788,99.07794292397665,8.830097135068948,3.2844985717817927,45.748476742823854,0,398.4817500407365,0.00063083036,0.0002194879,0.052208300008886516,1799.984
135,57.50211805018401,24.57730701876298,44.89660199007011,5.37542758748998,67.20241233667541,4.1878437521335385,17.307514371207766,0,410.8830781415961,0.00027959465,4.698737e-05,0.02554874255754021,1799.984
136,47.74312983860142,112.73694055892389,-42.89050115616365,156.60722922454795,26.750884438031974,3.798367783986838,98.5434888877956,0,0.0625,5.0323848e-05,1.2873313e-05,0.03276903936727983,1799.984
137,-10.436530696263759,95.13173409893102,19.71130753758581,-179.53717089188982,87.05200659349758,3.1031273221914373,89.18275516355635,0,219.81123163889777,6.8918554e-05,1.0824686e-05,0.01666222340709144,1799.984
138,74.80791453171213,118.6457922557301,-15.42078142263442,-163.1199058009493,39.67358430385831,3.533837383989235,101.83541302583937,0,0.0625,6.3855914e-05,1.2049531e-05,0.03221363192037679,1799.984
139,51.986908720219844,174.27952555435388,7.897541645987502,-100.32992709862603,88.43227802760855,2.3409190159697912,80.95114132936982,0,235.71017631893852,0.00012890315,1.3137544e-05,0.021105482982315824,1799.984
